0.03125, 2622716
0.03125, 3672556
0.03125, 3672812
0.03125, 1578196
0.03125, 2627339
0.03125, 3675862
0.03125, 3675863
0.03125, 3676587
0.03125, 3676652
0.03125, 3676908
0.03125, 3676919
0.03125, 1579903
0.03125, 3152621
0.03125, 3677674
0.03125, 3677675
0.03125, 3677676
0.03125, 3677932
0.03125, 2629581
0.03125, 3678807
0.03125, 3155356
0.03125, 3679644
0.03125, 3155420
0.03125, 3679900
0.03125, 3155927
0.03125, 3155930
0.03125, 3157724
0.03125, 3683176
0.03125, 3683192
0.03125, 3159326
0.03125, 3159390
0.03125, 3683614
0.03125, 3683801
0.03125, 3684182
0.03125, 3684187
0.03125, 3160026
0.03125, 1587682
0.03125, 3684460
0.03125, 2111450
0.03125, 3684669
0.03125, 1588074
0.03125, 3684845
0.03125, 3160678
0.03125, 3160703
0.03125, 3684902
0.03125, 3684924
0.03125, 2636514
0.03125, 3684973
0.03125, 3685100
0.03125, 3685101
0.03125, 3685119
0.03125, 1588529
0.03125, 1588574
0.03125, 3685240
0.03125, 3685364
0.03125, 1588721
0.03125, 3685753
0.03125, 3685755
0.03125, 2637556
0.03125, 3161844
0.03125, 3161855
0.03125, 3685996
0.03125, 3686006
0.03125, 3686007
0.03125, 3686132
0.03125, 3686133
0.03125, 3688274
0.03125, 3688953
0.03125, 3689331
0.03125, 1593567
0.03125, 3691000
0.03125, 3166935
0.03125, 3691207
0.03125, 3691250
0.03125, 3691256
0.03125, 2118591
0.03125, 3167519
0.03125, 3167547
0.03125, 3691743
0.03125, 22366
0.03125, 3691963
0.03125, 1595375
0.03125, 3692026
0.03125, 3168051
0.03125, 3692351
0.03125, 3692358
0.03125, 3692780
0.03125, 3693055
0.03125, 1596459
0.03125, 3169007
0.03125, 547825
0.03125, 3693175
0.03125, 3693178
0.03125, 2644799
0.03125, 3169151
0.03125, 2120437
0.03125, 3693418
0.03125, 3693427
0.03125, 3693439
0.03125, 548190
0.03125, 3693627
0.03125, 3693757
0.03125, 3693817
0.03125, 2645598
0.03125, 1597407
0.03125, 3694077
0.03125, 3694087
0.03125, 3694115
0.03125, 3694131
0.03125, 3694134
0.03125, 3694135
0.03125, 3694195
0.03125, 3694317
0.03125, 3170302
0.03125, 3694438
0.03125, 3694450
0.03125, 3694483
0.03125, 3694503
0.03125, 3694566
0.03125, 3694567
0.03125, 3694573
0.03125, 2646237
0.03125, 3694589
0.03125, 2122453
0.03125, 3171787
0.03125, 3171839
0.03125, 3695999
0.03125, 3696061
0.03125, 2647953
0.03125, 2648018
0.03125, 2648029
0.03125, 3696433
0.03125, 2648252
0.03125, 3172593
0.03125, 3172666
0.03125, 3172702
0.03125, 27450
0.03125, 2124031
0.03125, 3173361
0.03125, 2124533
0.03125, 3697521
0.03125, 2649421
0.03125, 3697762
0.03125, 3697851
0.03125, 28644
0.03125, 2649977
0.03125, 2649983
0.03125, 1077887
0.03125, 3174372
0.03125, 1078143
0.03125, 3698660
0.03125, 29389
0.03125, 553599
0.03125, 553727
0.03125, 2650751
0.03125, 3175039
0.03125, 29909
0.03125, 29918
0.03125, 1602963
0.03125, 1602965
0.03125, 3699440
0.03125, 3699444
0.03125, 3699568
0.03125, 3175519
0.03125, 2651350
0.03125, 2651356
0.03125, 2651389
0.03125, 3175645
0.03125, 3175677
0.03125, 3175678
0.03125, 3699834
0.03125, 3699836
0.03125, 3175766
0.03125, 3175770
0.03125, 30603
0.03125, 2651545
0.03125, 3175802
0.03125, 1079423
0.03125, 30635
0.03125, 3175821
0.03125, 3175835
0.03125, 2651583
0.03125, 3699928
0.03125, 3699933
0.03125, 3175865
0.03125, 3699977
0.03125, 3699983
0.03125, 3700013
0.03125, 3700025
0.03125, 3700031
0.03125, 3700046
0.03125, 3700123
0.03125, 2127195
0.03125, 3700180
0.03125, 3700185
0.03125, 3700188
0.03125, 3700221
0.03125, 3176157
0.03125, 2651957
0.03125, 3700306
0.03125, 3700316
0.03125, 2651990
0.03125, 3700339
0.03125, 3700340
0.03125, 3700346
0.03125, 1603961
0.03125, 2652113
0.03125, 3700432
0.03125, 3700437
0.03125, 3700441
0.03125, 2652145
0.03125, 3176401
0.03125, 3176410
0.03125, 3176434
0.03125, 3700499
0.03125, 3700503
0.03125, 3700529
0.03125, 555238
0.03125, 555263
0.03125, 3700560
0.03125, 3700566
0.03125, 3700567
0.03125, 3700571
0.03125, 1604196
0.03125, 3176575
0.03125, 2127765
0.03125, 2652396
0.03125, 1604333
0.03125, 31580
0.03125, 3176686
0.03125, 2652510
0.03125, 3700797
0.03125, 1604459
0.03125, 1604473
0.03125, 2652600
0.03125, 2652607
0.03125, 3176810
0.03125, 3176815
0.03125, 3176827
0.03125, 3176830
0.03125, 3700923
0.03125, 1604580
0.03125, 3700984
0.03125, 2128110
0.03125, 2128117
0.03125, 2652781
0.03125, 1604708
0.03125, 3701100
0.03125, 31966
0.03125, 2128238
0.03125, 3177079
0.03125, 3701147
0.03125, 2652902
0.03125, 555891
0.03125, 2652909
0.03125, 3701179
0.03125, 3701181
0.03125, 2652927
0.03125, 2128307
0.03125, 2128309
0.03125, 2128315
0.03125, 1604836
0.03125, 2128317
0.03125, 1604950
0.03125, 32179
0.03125, 32181
0.03125, 32187
0.03125, 32189
0.03125, 1080954
0.03125, 3701362
0.03125, 3701364
0.03125, 1081017
0.03125, 1081023
