0.0441941738242, 0
0.0625, 117930
0.0625, 117931
0.0625, 117932
0.0625, 117933
0.0625, 117938
0.0625, 117939
0.0625, 117940
0.0625, 117941
0.0625, 117962
0.0625, 117963
0.0625, 117964
0.0625, 117965
0.0625, 117970
0.0625, 117971
0.0625, 117972
0.0625, 117973
0.0625, 118057
0.0625, 118059
0.0625, 118060
0.0625, 118062
0.0625, 118065
0.0625, 118067
0.0625, 118068
0.0625, 118070
0.0625, 118089
0.0625, 118091
0.0625, 118092
0.0625, 118094
0.0625, 118097
0.0625, 118099
0.0625, 118100
0.0625, 118102
0.0625, 118185
0.0625, 118186
0.0625, 118189
0.0625, 118190
0.0625, 118193
0.0625, 118194
0.0625, 118197
0.0625, 118198
0.0625, 118217
0.0625, 118218
0.0625, 118221
0.0625, 118222
0.0625, 118225
0.0625, 118226
0.0625, 118229
0.0625, 118230
0.0625, 118313
0.0625, 118314
0.0625, 118317
0.0625, 118318
0.0625, 118321
0.0625, 118322
0.0625, 118325
0.0625, 118326
0.0625, 118345
0.0625, 118346
0.0625, 118349
0.0625, 118350
0.0625, 118353
0.0625, 118354
0.0625, 118357
0.0625, 118358
0.0625, 118441
0.0625, 118443
0.0625, 118444
0.0625, 118446
0.0625, 118449
0.0625, 118451
0.0625, 118452
0.0625, 118454
0.0625, 118473
0.0625, 118475
0.0625, 118476
0.0625, 118478
0.0625, 118481
0.0625, 118483
0.0625, 118484
0.0625, 118486
0.0625, 118570
0.0625, 118571
0.0625, 118572
0.0625, 118573
0.0625, 118578
0.0625, 118579
0.0625, 118580
0.0625, 118581
0.0625, 118602
0.0625, 118603
0.0625, 118604
0.0625, 118605
0.0625, 118610
0.0625, 118611
0.0625, 118612
0.0625, 118613
0.0625, 119962
0.0625, 119963
0.0625, 119964
0.0625, 119965
0.0625, 119986
0.0625, 119987
0.0625, 119988
0.0625, 119989
0.0625, 120010
0.0625, 120011
0.0625, 120012
0.0625, 120013
0.0625, 120034
0.0625, 120035
0.0625, 120036
0.0625, 120037
0.0625, 120089
0.0625, 120091
0.0625, 120092
0.0625, 120094
0.0625, 120113
0.0625, 120115
0.0625, 120116
0.0625, 120118
0.0625, 120137
0.0625, 120139
0.0625, 120140
0.0625, 120142
0.0625, 120161
0.0625, 120163
0.0625, 120164
0.0625, 120166
0.0625, 120217
0.0625, 120218
0.0625, 120221
0.0625, 120222
0.0625, 120241
0.0625, 120242
0.0625, 120245
0.0625, 120246
0.0625, 120265
0.0625, 120266
0.0625, 120269
0.0625, 120270
0.0625, 120289
0.0625, 120290
0.0625, 120293
0.0625, 120294
0.0625, 120345
0.0625, 120346
0.0625, 120349
0.0625, 120350
0.0625, 120369
0.0625, 120370
0.0625, 120373
0.0625, 120374
0.0625, 120393
0.0625, 120394
0.0625, 120397
0.0625, 120398
0.0625, 120417
0.0625, 120418
0.0625, 120421
0.0625, 120422
0.0625, 120473
0.0625, 120475
0.0625, 120476
0.0625, 120478
0.0625, 120497
0.0625, 120499
0.0625, 120500
0.0625, 120502
0.0625, 120521
0.0625, 120523
0.0625, 120524
0.0625, 120526
0.0625, 120545
0.0625, 120547
0.0625, 120548
0.0625, 120550
0.0625, 120602
0.0625, 120603
0.0625, 120604
0.0625, 120605
0.0625, 120626
0.0625, 120627
0.0625, 120628
0.0625, 120629
0.0625, 120650
0.0625, 120651
0.0625, 120652
0.0625, 120653
0.0625, 120674
0.0625, 120675
0.0625, 120676
0.0625, 120677
0.0625, 120986
0.0625, 120987
0.0625, 120988
0.0625, 120989
0.0625, 121002
0.0625, 121003
0.0625, 121004
0.0625, 121005
0.0625, 121042
0.0625, 121043
0.0625, 121044
0.0625, 121045
0.0625, 121058
0.0625, 121059
0.0625, 121060
0.0625, 121061
0.0625, 121113
0.0625, 121115
0.0625, 121116
0.0625, 121118
0.0625, 121129
0.0625, 121131
0.0625, 121132
0.0625, 121134
0.0625, 121169
0.0625, 121171
0.0625, 121172
0.0625, 121174
0.0625, 121185
0.0625, 121187
0.0625, 121188
0.0625, 121190
0.0625, 121241
0.0625, 121242
0.0625, 121245
0.0625, 121246
0.0625, 121257
0.0625, 121258
0.0625, 121261
0.0625, 121262
0.0625, 121297
0.0625, 121298
0.0625, 121301
0.0625, 121302
0.0625, 121313
0.0625, 121314
0.0625, 121317
0.0625, 121318
0.0625, 121369
0.0625, 121370
0.0625, 121373
0.0625, 121374
0.0625, 121385
0.0625, 121386
0.0625, 121389
0.0625, 121390
0.0625, 121425
0.0625, 121426
0.0625, 121429
0.0625, 121430
0.0625, 121441
0.0625, 121442
0.0625, 121445
0.0625, 121446
0.0625, 121497
0.0625, 121499
0.0625, 121500
0.0625, 121502
0.0625, 121513
0.0625, 121515
0.0625, 121516
0.0625, 121518
0.0625, 121553
0.0625, 121555
0.0625, 121556
0.0625, 121558
0.0625, 121569
0.0625, 121571
0.0625, 121572
0.0625, 121574
0.0625, 121626
0.0625, 121627
0.0625, 121628
0.0625, 121629
0.0625, 121642
0.0625, 121643
0.0625, 121644
0.0625, 121645
0.0625, 121682
0.0625, 121683
0.0625, 121684
0.0625, 121685
0.0625, 121698
0.0625, 121699
0.0625, 121700
0.0625, 121701
0.0625, 124058
0.0625, 124059
0.0625, 124060
0.0625, 124061
0.0625, 124074
0.0625, 124075
0.0625, 124076
0.0625, 124077
0.0625, 124114
0.0625, 124115
0.0625, 124116
0.0625, 124117
0.0625, 124130
0.0625, 124131
