0.03125, 671095854
0.03125, 671096057
0.03125, 939531113
0.03125, 402666846
0.03125, 805321644
0.03125, 939540149
0.03125, 402673438
0.03125, 939547703
0.03125, 939549323
0.03125, 939551287
0.03125, 939553055
0.03125, 805349439
0.03125, 939563635
0.03125, 939564009
0.03125, 939564013
0.03125, 939564841
0.03125, 939567923
0.03125, 939567925
0.03125, 939567927
0.03125, 939567961
0.03125, 939567963
0.03125, 939567967
0.03125, 939568025
0.03125, 939568027
0.03125, 939568029
0.03125, 939568113
0.03125, 939568117
0.03125, 939568755
0.03125, 402701907
0.03125, 939570987
0.03125, 939571035
0.03125, 939571101
0.03125, 939571115
0.03125, 939571117
0.03125, 939571163
0.03125, 939580009
0.03125, 805370391
0.03125, 805370581
0.03125, 805370589
0.03125, 939583859
0.03125, 939583883
